config,grid,seed,initial_greed,regen_rate,collapse_threshold,recolonise_rate,world_scale,initial_agents,source_slots,verdict,extinct_tick,final_pop,min_pop,max_pop,final_sources,min_sources,greed_start,greed_end,greed_delta,total_harvest,total_collapsed,state_hash
905,dispersal,44,0.5,3,0.1,2,4,16000,32000,extinct,11984,0,0,27145,11458,2665,0.500000,0.000000,-0.500000,750557.395933,31208,5f2eb377a2931e0f
906,dispersal,42,0.5,3,0.1,10,4,16000,32000,sustained,0,3069,263,27473,31441,4360,0.500000,0.510149,0.010149,1264415.182425,53892,c652061e9e6904e6
907,dispersal,43,0.5,3,0.1,10,4,16000,32000,sustained,0,3833,328,27439,27441,4656,0.500000,0.501805,0.001805,1357786.063996,57892,039ae5df76127ea2
908,dispersal,44,0.5,3,0.1,10,4,16000,32000,sustained,0,3349,320,27227,27368,4632,0.500000,0.502655,0.002655,1358119.598382,57965,9a079f40bdc73d84
909,dispersal,42,0.85,3,0.1,2,1,1000,2000,extinct,8273,0,0,1780,729,166,0.850000,0.000000,-0.850000,47246.700844,1937,ffd3810b1ff3a387
910,dispersal,43,0.85,3,0.1,2,1,1000,2000,extinct,5457,0,0,1765,736,192,0.850000,0.000000,-0.850000,47158.904459,1930,885d0f5a2e52e75b
911,dispersal,44,0.85,3,0.1,2,1,1000,2000,extinct,8498,0,0,1731,745,186,0.850000,0.000000,-0.850000,47002.409154,1921,0133bf19b90eee72
912,dispersal,42,0.85,3,0.1,10,1,1000,2000,sustained,0,229,35,1788,1165,259,0.850000,0.873622,0.023622,100185.309487,4168,63254c79b0b3ddfe
913,dispersal,43,0.85,3,0.1,10,1,1000,2000,sustained,0,201,16,1771,1863,272,0.850000,0.849058,-0.000942,83465.242080,3470,56dfd37ca245f689
914,dispersal,44,0.85,3,0.1,10,1,1000,2000,remnant,0,43,5,1734,2000,283,0.850000,0.873245,0.023245,60031.804567,2499,15e13155a6a36d0e
915,dispersal,42,0.85,3,0.1,2,2,4000,8000,extinct,6026,0,0,7040,2892,656,0.850000,0.000000,-0.850000,189302.476290,7774,26fd418a7323e964
916,dispersal,43,0.85,3,0.1,2,2,4000,8000,extinct,7629,0,0,6987,2860,648,0.850000,0.000000,-0.850000,189988.001370,7806,c180a52b0b5e1f29
917,dispersal,44,0.85,3,0.1,2,2,4000,8000,extinct,7261,0,0,7066,2878,673,0.850000,0.000000,-0.850000,189845.379732,7788,ce253e8ede6b5e3a
918,dispersal,42,0.85,3,0.1,10,2,4000,8000,sustained,0,913,99,7055,6201,1075,0.850000,0.862754,0.012754,361334.831851,15132,c7c33b2ee39e9162
919,dispersal,43,0.85,3,0.1,10,2,4000,8000,sustained,0,491,52,7030,8000,1160,0.850000,0.859164,0.009164,291274.461083,12133,42432970294c532a
920,dispersal,44,0.85,3,0.1,10,2,4000,8000,sustained,0,363,45,7104,8000,1133,0.850000,0.853754,0.003754,276186.255093,11500,36c465cedea54fc1
921,dispersal,42,0.85,3,0.1,2,4,16000,32000,extinct,9584,0,0,28455,11385,2599,0.850000,0.000000,-0.850000,761304.123419,31281,e2a0669f58763aac
922,dispersal,43,0.85,3,0.1,2,4,16000,32000,extinct,7466,0,0,28440,11575,2676,0.850000,0.000000,-0.850000,756904.689389,31091,9814d425da6fffa8
923,dispersal,44,0.85,3,0.1,2,4,16000,32000,extinct,7704,0,0,28315,11569,2776,0.850000,0.000000,-0.850000,757314.155940,31097,a37f218023cd1195
924,dispersal,42,0.85,3,0.1,10,4,16000,32000,sustained,0,3650,299,28621,29769,4319,0.850000,0.854119,0.004119,1329452.353110,55564,64238bc77b72dcbf
925,dispersal,43,0.85,3,0.1,10,4,16000,32000,sustained,0,2641,241,28585,32000,4457,0.850000,0.852202,0.002202,1244212.273828,51955,45b6eba95ba2a8ef
926,dispersal,44,0.85,3,0.1,10,4,16000,32000,sustained,0,2943,285,28410,31534,4496,0.850000,0.857718,0.007718,1288025.188173,53799,d19e0bbe055fc698
927,dispersal,42,-1,3,0.1,2,1,1000,2000,extinct,7225,0,0,1718,713,159,0.538551,0.000000,-0.538551,48370.297456,1953,fe3fa513c9651565
928,dispersal,43,-1,3,0.1,2,1,1000,2000,extinct,5364,0,0,1728,707,151,0.516103,0.000000,-0.516103,48388.573323,1959,f562456e0d453768
929,dispersal,44,-1,3,0.1,2,1,1000,2000,extinct,5141,0,0,1682,727,171,0.521767,0.000000,-0.521767,47938.961194,1939,5e6ae54891467ca5
930,dispersal,42,-1,3,0.1,10,1,1000,2000,sustained,0,263,14,1726,2000,240,0.538551,0.734745,0.196193,79782.064110,3278,340378c414378df9
931,dispersal,43,-1,3,0.1,10,1,1000,2000,sustained,0,156,16,1741,1812,260,0.516103,0.700850,0.184747,85219.321633,3521,92b4820285b07755
932,dispersal,44,-1,3,0.1,10,1,1000,2000,sustained,0,295,32,1671,776,275,0.521767,0.733772,0.212005,110050.751245,4557,9be6b76d795a128f
933,dispersal,42,-1,3,0.1,2,2,4000,8000,extinct,7435,0,0,6870,2944,703,0.531317,0.000000,-0.531317,187963.989958,7722,55982550c4797b07
934,dispersal,43,-1,3,0.1,2,2,4000,8000,extinct,6858,0,0,6849,2897,695,0.519712,0.000000,-0.519712,189834.564284,7769,c5fa6be646e5c478
935,dispersal,44,-1,3,0.1,2,2,4000,8000,extinct,6941,0,0,6891,2833,648,0.520354,0.000000,-0.520354,191533.276862,7833,6f31cca9b65e6923
936,dispersal,42,-1,3,0.1,10,2,4000,8000,sustained,0,799,47,6931,8000,1038,0.531317,0.815553,0.284236,313887.174497,13065,fc72f006f3439a49
937,dispersal,43,-1,3,0.1,10,2,4000,8000,sustained,0,754,73,6866,6909,1118,0.519712,0.799173,0.279461,346061.048214,14424,3b72ec6cabff2768
938,dispersal,44,-1,3,0.1,10,2,4000,8000,sustained,0,789,62,6902,6601,1196,0.520354,0.780925,0.260570,353885.518694,14732,e3eab59795523293
939,dispersal,42,-1,3,0.1,2,4,16000,32000,extinct,10485,0,0,27837,11394,2545,0.525797,0.000000,-0.525797,758486.919094,31272,f1b5c0cff92b0d86
940,dispersal,43,-1,3,0.1,2,4,16000,32000,extinct,9906,0,0,27812,11472,2649,0.524531,0.000000,-0.524531,756885.462825,31194,7f3e27803248317a
941,dispersal,44,-1,3,0.1,2,4,16000,32000,extinct,8645,0,0,27574,11484,2675,0.524509,0.000000,-0.524509,756002.251779,31182,f4fef78784da5962
942,dispersal,42,-1,3,0.1,10,4,16000,32000,sustained,0,3341,291,28040,27926,4488,0.525797,0.734859,0.209062,1365725.438130,57407,3f3b1dba5a6c9539
943,dispersal,43,-1,3,0.1,10,4,16000,32000,sustained,0,2145,255,28017,32000,4457,0.524531,0.724766,0.200235,1235333.284149,51854,29636d1187b6a70d
944,dispersal,44,-1,3,0.1,10,4,16000,32000,sustained,0,3384,343,27672,27709,4571,0.524509,0.719403,0.194894,1370607.666322,57624,7385d3ec8f2960a1
