config,grid,seed,initial_greed,regen_rate,collapse_threshold,recolonise_rate,world_scale,initial_agents,source_slots,verdict,extinct_tick,final_pop,min_pop,max_pop,final_sources,min_sources,greed_start,greed_end,greed_delta,total_harvest,total_collapsed,state_hash
338,economy,44,0.5,1.5,0.1,0,1,1000,2000,extinct,5091,0,0,1555,131,131,0.500000,0.000000,-0.500000,44964.616133,1869,34ad120b360ba6fe
339,economy,42,0.5,1.5,0.1,2,1,1000,2000,extinct,6419,0,0,1628,708,160,0.500000,0.000000,-0.500000,46748.167343,1958,4897cac5cd1e924c
340,economy,43,0.5,1.5,0.1,2,1,1000,2000,extinct,8442,0,0,1630,734,187,0.500000,0.000000,-0.500000,46186.372510,1932,2d826cfe255ef142
341,economy,44,0.5,1.5,0.1,2,1,1000,2000,extinct,4648,0,0,1568,735,167,0.500000,0.000000,-0.500000,46096.758211,1931,02d27fa1c96ca8f1
342,economy,42,0.5,1.5,0.1,10,1,1000,2000,sustained,0,228,11,1646,2000,284,0.500000,0.555088,0.055088,73136.510530,3148,c33536086c8a1f42
343,economy,43,0.5,1.5,0.1,10,1,1000,2000,sustained,0,301,15,1645,1132,264,0.500000,0.559786,0.059786,97152.426671,4201,d42c75c77e8d9b70
344,economy,44,0.5,1.5,0.1,10,1,1000,2000,sustained,0,345,11,1575,1427,262,0.500000,0.563946,0.063946,90650.138628,3906,026477f639375bb7
345,economy,42,0.5,1.5,0.1,50,1,1000,2000,sustained,0,729,495,1698,584,542,0.500000,0.502826,0.002826,359005.679707,18082,3f1e11ee647eb424
346,economy,43,0.5,1.5,0.1,50,1,1000,2000,sustained,0,813,596,1691,578,572,0.500000,0.502709,0.002709,359633.642686,18088,c6cb3aea9cfce964
347,economy,44,0.5,1.5,0.1,50,1,1000,2000,sustained,0,809,560,1639,562,513,0.500000,0.499559,-0.000441,358392.159052,18104,89a1fd0d17669e73
348,economy,42,0.5,1.5,0.2,0,1,1000,2000,extinct,8222,0,0,1584,96,96,0.500000,0.000000,-0.500000,42264.812301,1904,26dbdb8b314aeadb
349,economy,43,0.5,1.5,0.2,0,1,1000,2000,extinct,6521,0,0,1558,134,134,0.500000,0.000000,-0.500000,41433.293757,1866,2e947c2fb5278549
350,economy,44,0.5,1.5,0.2,0,1,1000,2000,extinct,5301,0,0,1513,130,130,0.500000,0.000000,-0.500000,41542.262337,1870,554466d422aff817
351,economy,42,0.5,1.5,0.2,2,1,1000,2000,extinct,5783,0,0,1580,731,172,0.500000,0.000000,-0.500000,42663.818090,1935,dcb1e252cba9d711
352,economy,43,0.5,1.5,0.2,2,1,1000,2000,extinct,6502,0,0,1562,699,145,0.500000,0.000000,-0.500000,43351.174885,1967,9bb29c95ed0f8945
353,economy,44,0.5,1.5,0.2,2,1,1000,2000,extinct,8450,0,0,1515,723,179,0.500000,0.000000,-0.500000,42773.300609,1943,fc9a6156d84ba77c
354,economy,42,0.5,1.5,0.2,10,1,1000,2000,sustained,0,100,6,1583,2000,274,0.500000,0.498202,-0.001798,63527.414182,2967,d225166769dc9052
355,economy,43,0.5,1.5,0.2,10,1,1000,2000,sustained,0,142,11,1568,2000,289,0.500000,0.489317,-0.010683,65899.850529,3092,dbd78de47fb2316b
356,economy,44,0.5,1.5,0.2,10,1,1000,2000,sustained,0,53,2,1522,2000,258,0.500000,0.471561,-0.028439,60577.909812,2832,89f2703f19d2f54a
357,economy,42,0.5,1.5,0.2,50,1,1000,2000,sustained,0,646,509,1618,687,578,0.500000,0.501003,0.001003,327321.492429,17979,ce319edc1aacf060
358,economy,43,0.5,1.5,0.2,50,1,1000,2000,sustained,0,682,541,1589,577,569,0.500000,0.499230,-0.000770,328133.170314,18089,ae8bc747aa09b88a
359,economy,44,0.5,1.5,0.2,50,1,1000,2000,sustained,0,677,556,1569,640,565,0.500000,0.501259,0.001259,330521.549658,18026,ef485f7283c604df
360,economy,42,0.5,3,0.05,0,1,1000,2000,extinct,7462,0,0,1670,101,101,0.500000,0.000000,-0.500000,50421.389598,1899,6a4c629b6f8e8e45
361,economy,43,0.5,3,0.05,0,1,1000,2000,extinct,6525,0,0,1706,96,96,0.500000,0.000000,-0.500000,50317.414991,1904,4adf2589c6533a1e
362,economy,44,0.5,3,0.05,0,1,1000,2000,extinct,7604,0,0,1655,118,118,0.500000,0.000000,-0.500000,49937.071347,1882,34e5b31b6e082d6f
363,economy,42,0.5,3,0.05,2,1,1000,2000,extinct,5666,0,0,1679,685,138,0.500000,0.000000,-0.500000,52198.834109,1981,2b11bcba280a6c89
364,economy,43,0.5,3,0.05,2,1,1000,2000,extinct,7160,0,0,1705,704,152,0.500000,0.000000,-0.500000,51624.600921,1962,e55a12533c3b28a4
365,economy,44,0.5,3,0.05,2,1,1000,2000,extinct,9454,0,0,1653,729,169,0.500000,0.000000,-0.500000,51090.790712,1937,89f671eeabd5deb5
366,economy,42,0.5,3,0.05,10,1,1000,2000,sustained,0,396,16,1690,1695,251,0.500000,0.541686,0.041686,94124.576500,3638,294e160e417aa3ad
367,economy,43,0.5,3,0.05,10,1,1000,2000,sustained,0,93,22,1741,2000,253,0.500000,0.513323,0.013323,78138.346181,2995,6fec584ca8a8a0c3
368,economy,44,0.5,3,0.05,10,1,1000,2000,sustained,0,369,29,1668,1541,268,0.500000,0.521510,0.021510,98531.403626,3792,49694731ed13a1d6
369,economy,42,0.5,3,0.05,50,1,1000,2000,sustained,0,871,725,1808,443,405,0.500000,0.501623,0.001623,411095.470847,18223,abcd2ef9d64594f9
370,economy,43,0.5,3,0.05,50,1,1000,2000,sustained,0,836,688,1849,553,459,0.500000,0.498722,-0.001278,409441.953791,18113,693c8375ea16b33a
371,economy,44,0.5,3,0.05,50,1,1000,2000,sustained,0,863,756,1799,430,398,0.500000,0.499436,-0.000564,410643.400552,18236,1e48710167b0ebec
372,economy,42,0.5,3,0.1,0,1,1000,2000,extinct,7562,0,0,1647,79,79,0.500000,0.000000,-0.500000,47750.842136,1921,858eae65b729e61d
373,economy,43,0.5,3,0.1,0,1,1000,2000,extinct,6768,0,0,1662,133,133,0.500000,0.000000,-0.500000,46545.782301,1867,39542207df9911bf
374,economy,44,0.5,3,0.1,0,1,1000,2000,extinct,6675,0,0,1611,117,117,0.500000,0.000000,-0.500000,46843.086355,1883,a49624621b511991
375,economy,42,0.5,3,0.1,2,1,1000,2000,extinct,7256,0,0,1646,702,158,0.500000,0.000000,-0.500000,48535.121779,1964,0c739b9c3bc34d81
376,economy,43,0.5,3,0.1,2,1,1000,2000,extinct,6194,0,0,1667,691,146,0.500000,0.000000,-0.500000,48937.117210,1975,8f177912a1900f07
377,economy,44,0.5,3,0.1,2,1,1000,2000,extinct,8767,0,0,1620,731,189,0.500000,0.000000,-0.500000,47970.299684,1935,019fbebf5077762b
378,economy,42,0.5,3,0.1,10,1,1000,2000,sustained,0,399,23,1657,1147,245,0.500000,0.521718,0.021718,101045.498995,4186,4846dda45247fcf9
379,economy,43,0.5,3,0.1,10,1,1000,2000,sustained,0,249,26,1690,1700,275,0.500000,0.490025,-0.009975,88516.574132,3633,06f4164463192d5c
380,economy,44,0.5,3,0.1,10,1,1000,2000,remnant,0,46,17,1632,2000,289,0.500000,0.499089,-0.000911,66385.804547,2715,04cb66796025351f
381,economy,42,0.5,3,0.1,50,1,1000,2000,sustained,0,796,735,1752,480,463,0.500000,0.499856,-0.000144,389621.329842,18186,cce6e591e5432f82
382,economy,43,0.5,3,0.1,50,1,1000,2000,sustained,0,819,704,1759,454,409,0.500000,0.499311,-0.000689,389815.147350,18212,1cf6f312763e89e1
383,economy,44,0.5,3,0.1,50,1,1000,2000,sustained,0,839,666,1743,467,445,0.500000,0.500906,0.000906,392427.232612,18199,b5a607ec95b51c26
384,economy,42,0.5,3,0.2,0,1,1000,2000,extinct,6162,0,0,1595,109,109,0.500000,0.000000,-0.500000,42738.913314,1891,a066f480ec8c6edd
385,economy,43,0.5,3,0.2,0,1,1000,2000,extinct,5236,0,0,1601,135,135,0.500000,0.000000,-0.500000,42289.668102,1865,c45c6b761dfe3560
386,economy,44,0.5,3,0.2,0,1,1000,2000,extinct,5976,0,0,1522,150,150,0.500000,0.000000,-0.500000,41876.057511,1850,9d98378d5affbcc1
387,economy,42,0.5,3,0.2,2,1,1000,2000,extinct,6669,0,0,1594,711,158,0.500000,0.000000,-0.500000,44030.032762,1955,7b380ca877bb334a
388,economy,43,0.5,3,0.2,2,1,1000,2000,extinct,6701,0,0,1602,727,173,0.500000,0.000000,-0.500000,43799.180224,1939,ce326ebd413681d7
389,economy,44,0.5,3,0.2,2,1,1000,2000,extinct,7136,0,0,1522,741,183,0.500000,0.000000,-0.500000,43306.504615,1925,e55ab5e55217d03a
390,economy,42,0.5,3,0.2,10,1,1000,2000,sustained,0,243,25,1611,1453,268,0.500000,0.514798,0.014798,85501.469342,3880,079743b1096a1c39
391,economy,43,0.5,3,0.2,10,1,1000,2000,extinct,7877,0,0,1610,2000,292,0.500000,0.000000,-0.500000,50059.198140,2250,48348362c42ec9c1
392,economy,44,0.5,3,0.2,10,1,1000,2000,remnant,0,33,3,1528,2000,295,0.500000,0.525003,0.025003,56055.424583,2524,a09b52659e908593
393,economy,42,0.5,3,0.2,50,1,1000,2000,sustained,0,718,589,1660,603,497,0.500000,0.500784,0.000784,356470.763040,18063,d51e174d5ba7a70d
394,economy,43,0.5,3,0.2,50,1,1000,2000,sustained,0,770,624,1664,541,540,0.500000,0.500311,0.000311,359069.175335,18125,c5cb86378880828a
395,economy,44,0.5,3,0.2,50,1,1000,2000,sustained,0,706,587,1618,569,487,0.500000,0.498705,-0.001295,357441.527171,18097,ebbe3dc9580d83a9
396,economy,42,0.5,6,0.05,0,1,1000,2000,extinct,7919,0,0,1832,79,79,0.500000,0.000000,-0.500000,57654.045520,1921,8f05035dbda18224
397,economy,43,0.5,6,0.05,0,1,1000,2000,extinct,8330,0,0,1802,83,83,0.500000,0.000000,-0.500000,57799.154739,1917,44b8ff51c380b0c8
398,economy,44,0.5,6,0.05,0,1,1000,2000,extinct,5701,0,0,1768,89,89,0.500000,0.000000,-0.500000,56959.423145,1911,459dff4872f5a322
399,economy,42,0.5,6,0.05,2,1,1000,2000,extinct,6784,0,0,1850,685,137,0.500000,0.000000,-0.500000,59122.251747,1981,c6a0d5124b16b8e7
400,economy,43,0.5,6,0.05,2,1,1000,2000,extinct,8721,0,0,1810,670,139,0.500000,0.000000,-0.500000,59801.468507,1996,b79fd80e5180583a
401,economy,44,0.5,6,0.05,2,1,1000,2000,extinct,9399,0,0,1759,690,154,0.500000,0.000000,-0.500000,58973.718388,1976,40f7f1069176ad10
402,economy,42,0.5,6,0.05,10,1,1000,2000,sustained,0,286,58,1861,571,235,0.500000,0.495344,-0.004656,135310.214899,4762,a17e8b26f14050c1
403,economy,43,0.5,6,0.05,10,1,1000,2000,sustained,0,80,11,1829,2000,267,0.500000,0.508905,0.008905,77000.221154,2584,7018f646fa601daf
404,economy,44,0.5,6,0.05,10,1,1000,2000,sustained,0,304,34,1813,604,233,0.500000,0.495759,-0.004241,133360.540681,4729,568554af7a9ddbd4
405,economy,42,0.5,6,0.05,50,1,1000,2000,sustained,0,969,822,2043,410,357,0.500000,0.500518,0.000518,450011.520972,18256,6aeab721f9e4388f
406,economy,43,0.5,6,0.05,50,1,1000,2000,sustained,0,1000,818,2043,401,333,0.500000,0.499015,-0.000985,450300.559611,18265,4998b5555c32fac6
407,economy,44,0.5,6,0.05,50,1,1000,2000,sustained,0,1002,774,2016,371,350,0.500000,0.500024,0.000024,450971.596641,18295,f7a532dceee52ac2
408,economy,42,0.5,6,0.1,0,1,1000,2000,extinct,7649,0,0,1726,102,102,0.500000,0.000000,-0.500000,50874.658672,1898,00fa0b7b7c0d50e8
409,economy,43,0.5,6,0.1,0,1,1000,2000,extinct,6491,0,0,1741,97,97,0.500000,0.000000,-0.500000,50754.413145,1903,e5f0caa8acd08e3b
410,economy,44,0.5,6,0.1,0,1,1000,2000,extinct,7309,0,0,1672,91,91,0.500000,0.000000,-0.500000,50957.203577,1909,9038ae930bc8818c
411,economy,42,0.5,6,0.1,2,1,1000,2000,extinct,5985,0,0,1746,709,162,0.500000,0.000000,-0.500000,52283.859520,1957,6732b2af33843eff
412,economy,43,0.5,6,0.1,2,1,1000,2000,extinct,6694,0,0,1746,694,157,0.500000,0.000000,-0.500000,52419.356146,1972,030902c1660d594d
413,economy,44,0.5,6,0.1,2,1,1000,2000,extinct,7714,0,0,1672,683,146,0.500000,0.000000,-0.500000,52660.783224,1983,5278261d08f73f76
414,economy,42,0.5,6,0.1,10,1,1000,2000,sustained,0,302,29,1758,1188,277,0.500000,0.551929,0.051929,107580.803680,4145,e96bea6afe9d2713
415,economy,43,0.5,6,0.1,10,1,1000,2000,remnant,0,35,20,1763,2000,250,0.500000,0.508592,0.008592,70389.713485,2671,266c4be6f2b87ba3
416,economy,44,0.5,6,0.1,10,1,1000,2000,sustained,0,344,14,1699,1443,288,0.500000,0.548565,0.048565,100828.052900,3890,88b4556f3840544e
417,economy,42,0.5,6,0.1,50,1,1000,2000,sustained,0,883,809,1862,449,375,0.500000,0.500314,0.000314,423295.876397,18217,e22805e6fe68dab0
418,economy,43,0.5,6,0.1,50,1,1000,2000,sustained,0,907,764,1904,414,402,0.500000,0.500046,0.000046,424805.455198,18252,770175be00d939fc
419,economy,44,0.5,6,0.1,50,1,1000,2000,sustained,0,910,780,1864,432,388,0.500000,0.499332,-0.000668,424169.023513,18234,2048ce25b77e6b3f
420,economy,42,0.5,6,0.2,0,1,1000,2000,extinct,5359,0,0,1648,110,110,0.500000,0.000000,-0.500000,44585.616106,1890,b887b10d73baa084
421,economy,43,0.5,6,0.2,0,1,1000,2000,extinct,6118,0,0,1638,104,104,0.500000,0.000000,-0.500000,44802.371172,1896,4c0909b9369739d9
422,economy,44,0.5,6,0.2,0,1,1000,2000,extinct,5363,0,0,1554,127,127,0.500000,0.000000,-0.500000,44115.161329,1873,6241d4321ae2573d
423,economy,42,0.5,6,0.2,2,1,1000,2000,extinct,5510,0,0,1644,685,124,0.500000,0.000000,-0.500000,46569.043652,1981,81a97e9fc2e18bee
424,economy,43,0.5,6,0.2,2,1,1000,2000,extinct,7171,0,0,1640,710,163,0.500000,0.000000,-0.500000,46118.832348,1956,2fca39c8e080abf7
425,economy,44,0.5,6,0.2,2,1,1000,2000,extinct,6370,0,0,1554,731,171,0.500000,0.000000,-0.500000,45438.046883,1935,92666258cc409351
426,economy,42,0.5,6,0.2,10,1,1000,2000,sustained,0,107,10,1652,2000,221,0.500000,0.536830,0.036830,67692.364781,2908,e1d9f9432d4a44d9
427,economy,43,0.5,6,0.2,10,1,1000,2000,sustained,0,292,9,1656,1704,266,0.500000,0.515588,0.015588,83800.715327,3629,90f3c0daf6571fdd
428,economy,44,0.5,6,0.2,10,1,1000,2000,sustained,0,409,24,1596,1315,275,0.500000,0.505982,0.005982,92997.257680,4018,55ae2956d9e24d15
429,economy,42,0.5,6,0.2,50,1,1000,2000,sustained,0,884,732,1737,452,446,0.500000,0.498953,-0.001047,387222.016943,18214,8c692984fe8f9c5e
430,economy,43,0.5,6,0.2,50,1,1000,2000,sustained,0,868,627,1744,428,420,0.500000,0.499268,-0.000732,388177.417829,18238,d1345a8c5e59e958
431,economy,44,0.5,6,0.2,50,1,1000,2000,sustained,0,806,656,1690,451,406,0.500000,0.500646,0.000646,388143.126462,18215,e474b638c5f1cd65
432,economy,42,0.85,1.5,0.05,0,1,1000,2000,extinct,5773,0,0,1783,119,119,0.850000,0.000000,-0.850000,46095.253826,1881,49d9195a6d634081
433,economy,43,0.85,1.5,0.05,0,1,1000,2000,extinct,5542,0,0,1758,122,122,0.850000,0.000000,-0.850000,46054.198478,1878,7cbdd798d287f4bd
434,economy,44,0.85,1.5,0.05,0,1,1000,2000,extinct,6703,0,0,1729,114,114,0.850000,0.000000,-0.850000,46228.080745,1886,ffc06cce18af196d
435,economy,42,0.85,1.5,0.05,2,1,1000,2000,extinct,7133,0,0,1789,697,161,0.850000,0.000000,-0.850000,47960.283326,1969,591d050c5f92f7b9
436,economy,43,0.85,1.5,0.05,2,1,1000,2000,extinct,6717,0,0,1758,724,174,0.850000,0.000000,-0.850000,47340.137626,1942,1075bca941401a17
437,economy,44,0.85,1.5,0.05,2,1,1000,2000,extinct,5279,0,0,1730,754,187,0.850000,0.000000,-0.850000,46640.824018,1912,ab210ae24f7de557
438,economy,42,0.85,1.5,0.05,10,1,1000,2000,extinct,17397,0,0,1788,2000,269,0.850000,0.000000,-0.850000,57379.015236,2408,e93f463a354e8c5f
439,economy,43,0.85,1.5,0.05,10,1,1000,2000,sustained,0,116,2,1760,2000,279,0.850000,0.845355,-0.004645,63089.207338,2646,a764e23ff0b12920
440,economy,44,0.85,1.5,0.05,10,1,1000,2000,sustained,0,59,10,1736,2000,276,0.850000,0.857013,0.007013,65162.513239,2734,d4fcba967f943f6c
441,economy,42,0.85,1.5,0.05,50,1,1000,2000,sustained,0,842,644,1818,527,475,0.850000,0.851144,0.001144,373635.679763,18139,230053b0e85bedbc
442,economy,43,0.85,1.5,0.05,50,1,1000,2000,sustained,0,805,627,1814,564,517,0.850000,0.849491,-0.000509,374459.008210,18102,175bd04702414280
443,economy,44,0.85,1.5,0.05,50,1,1000,2000,sustained,0,807,514,1812,540,511,0.850000,0.851229,0.001229,379527.205004,18126,b731e6783e108b4c
444,economy,42,0.85,1.5,0.1,0,1,1000,2000,extinct,5656,0,0,1783,127,127,0.850000,0.000000,-0.850000,45765.792343,1873,c3278d2eb38e7c20
445,economy,43,0.85,1.5,0.1,0,1,1000,2000,extinct,6254,0,0,1756,127,127,0.850000,0.000000,-0.850000,45819.535173,1873,4a72dc508f728e13
446,economy,44,0.85,1.5,0.1,0,1,1000,2000,extinct,5525,0,0,1726,100,100,0.850000,0.000000,-0.850000,46438.898092,1900,6aef8eb9dca1c52b
447,economy,42,0.85,1.5,0.1,2,1,1000,2000,extinct,6082,0,0,1788,694,144,0.850000,0.000000,-0.850000,47862.601570,1972,84df4138ce8144c4
448,economy,43,0.85,1.5,0.1,2,1,1000,2000,extinct,5241,0,0,1761,749,187,0.850000,0.000000,-0.850000,46602.980265,1917,68afc38825991316
449,economy,44,0.85,1.5,0.1,2,1,1000,2000,extinct,4992,0,0,1727,737,166,0.850000,0.000000,-0.850000,46798.281464,1929,51a9da99d9a1cdc3
450,economy,42,0.85,1.5,0.1,10,1,1000,2000,remnant,0,10,1,1782,2000,263,0.850000,0.862972,0.012972,57146.708535,2417,0ab0ba481115f73d
451,economy,43,0.85,1.5,0.1,10,1,1000,2000,sustained,0,103,4,1758,2000,277,0.850000,0.891566,0.041566,64479.000704,2721,f3f54750dc38a4b5
452,economy,44,0.85,1.5,0.1,10,1,1000,2000,sustained,0,86,4,1730,2000,254,0.850000,0.860334,0.010334,61635.190370,2603,ce969de921675ded
453,economy,42,0.85,1.5,0.1,50,1,1000,2000,sustained,0,759,598,1822,513,476,0.850000,0.850523,0.000523,365301.252559,18153,5d09b07c99580893
454,economy,43,0.85,1.5,0.1,50,1,1000,2000,sustained,0,766,575,1820,497,473,0.850000,0.849985,-0.000015,364524.136339,18169,77c4f25d83fd447d
455,economy,44,0.85,1.5,0.1,50,1,1000,2000,sustained,0,756,593,1773,598,518,0.850000,0.848887,-0.001113,366603.118083,18068,4c0704392281466c
456,economy,42,0.85,1.5,0.2,0,1,1000,2000,extinct,5890,0,0,1656,121,121,0.850000,0.000000,-0.850000,40301.699272,1879,699369fede496ade
457,economy,43,0.85,1.5,0.2,0,1,1000,2000,extinct,4695,0,0,1619,141,141,0.850000,0.000000,-0.850000,39810.955595,1859,76689c512081349a
458,economy,44,0.85,1.5,0.2,0,1,1000,2000,extinct,5639,0,0,1590,128,128,0.850000,0.000000,-0.850000,40131.961404,1872,b5dc36a850e5cf81
459,economy,42,0.85,1.5,0.2,2,1,1000,2000,extinct,8391,0,0,1656,732,175,0.850000,0.000000,-0.850000,41316.830140,1934,85c979b47c433a9a
460,economy,43,0.85,1.5,0.2,2,1,1000,2000,extinct,4836,0,0,1617,751,186,0.850000,0.000000,-0.850000,40773.131831,1915,bf834152466e85f0
461,economy,44,0.85,1.5,0.2,2,1,1000,2000,extinct,5156,0,0,1591,751,195,0.850000,0.000000,-0.850000,40839.128288,1915,0834bab1dcaa9bf7
462,economy,42,0.85,1.5,0.2,10,1,1000,2000,extinct,9560,0,0,1656,2000,289,0.850000,0.000000,-0.850000,47113.981302,2267,0c4de816272be285
463,economy,43,0.85,1.5,0.2,10,1,1000,2000,sustained,0,274,3,1614,2000,300,0.850000,0.871378,0.021378,68982.459851,3256,4e9092beb7370b71
464,economy,44,0.85,1.5,0.2,10,1,1000,2000,extinct,19103,0,0,1601,2000,317,0.850000,0.000000,-0.850000,49414.051398,2376,107f6f83df44d61a
465,economy,42,0.85,1.5,0.2,50,1,1000,2000,sustained,0,685,475,1670,702,573,0.850000,0.849481,-0.000519,333171.451856,17964,6d865baa2fc983f3
466,economy,43,0.85,1.5,0.2,50,1,1000,2000,sustained,0,644,516,1644,718,568,0.850000,0.850993,0.000993,330689.009267,17948,8af0c0446fe28504
467,economy,44,0.85,1.5,0.2,50,1,1000,2000,sustained,0,701,520,1626,627,545,0.850000,0.848542,-0.001458,331051.863509,18039,d6965eff7d5d1eb6
468,economy,42,0.85,3,0.05,0,1,1000,2000,extinct,5058,0,0,1785,110,110,0.850000,0.000000,-0.850000,46452.757748,1890,04ffce3f7f48dbe7
469,economy,43,0.85,3,0.05,0,1,1000,2000,extinct,5741,0,0,1764,108,108,0.850000,0.000000,-0.850000,46540.331652,1892,483d67d70b075624
470,economy,44,0.85,3,0.05,0,1,1000,2000,extinct,4459,0,0,1733,117,117,0.850000,0.000000,-0.850000,46294.542839,1883,785a57c839fa88a9
471,economy,42,0.85,3,0.05,2,1,1000,2000,extinct,6586,0,0,1783,712,163,0.850000,0.000000,-0.850000,47838.868812,1954,d78b870efdf524c4
472,economy,43,0.85,3,0.05,2,1,1000,2000,extinct,6149,0,0,1765,744,182,0.850000,0.000000,-0.850000,47110.963251,1922,4ccf725cede87082
473,economy,44,0.85,3,0.05,2,1,1000,2000,extinct,5913,0,0,1734,712,153,0.850000,0.000000,-0.850000,47893.408002,1954,7d1e9a1aed3d570e
474,economy,42,0.85,3,0.05,10,1,1000,2000,remnant,0,26,1,1789,2000,291,0.850000,0.961832,0.111832,62358.177976,2568,87f8a34c716761f0
475,economy,43,0.85,3,0.05,10,1,1000,2000,sustained,0,150,16,1775,1472,270,0.850000,0.856916,0.006916,93736.887859,3861,eb34c0921228e16e
476,economy,44,0.85,3,0.05,10,1,1000,2000,sustained,0,228,10,1748,1811,266,0.850000,0.859989,0.009989,85644.717114,3522,cc77f8e05b7c785f
477,economy,42,0.85,3,0.05,50,1,1000,2000,sustained,0,859,704,1842,503,405,0.850000,0.849484,-0.000516,401343.188528,18163,4402dbd787b1d456
478,economy,43,0.85,3,0.05,50,1,1000,2000,sustained,0,903,738,1865,440,394,0.850000,0.851243,0.001243,402953.646302,18226,554622d8a71b48d0
479,economy,44,0.85,3,0.05,50,1,1000,2000,sustained,0,877,696,1830,462,385,0.850000,0.849069,-0.000931,403074.113336,18204,b6b83639f87e8d02
480,economy,42,0.85,3,0.1,0,1,1000,2000,extinct,5103,0,0,1782,120,120,0.850000,0.000000,-0.850000,46039.721350,1880,39b8b5a0f144356a
481,economy,43,0.85,3,0.1,0,1,1000,2000,extinct,5405,0,0,1767,112,112,0.850000,0.000000,-0.850000,46309.452441,1888,bd5ee7e011ec8fa9
482,economy,44,0.85,3,0.1,0,1,1000,2000,extinct,7838,0,0,1730,122,122,0.850000,0.000000,-0.850000,46023.337651,1878,babe221791a1015f
483,economy,42,0.85,3,0.1,2,1,1000,2000,extinct,8273,0,0,1780,729,166,0.850000,0.000000,-0.850000,47246.700844,1937,ffd3810b1ff3a387
484,economy,43,0.85,3,0.1,2,1,1000,2000,extinct,5457,0,0,1765,736,192,0.850000,0.000000,-0.850000,47158.904459,1930,885d0f5a2e52e75b
485,economy,44,0.85,3,0.1,2,1,1000,2000,extinct,8498,0,0,1731,745,186,0.850000,0.000000,-0.850000,47002.409154,1921,0133bf19b90eee72
486,economy,42,0.85,3,0.1,10,1,1000,2000,sustained,0,229,35,1788,1165,259,0.850000,0.873622,0.023622,100185.309487,4168,63254c79b0b3ddfe
487,economy,43,0.85,3,0.1,10,1,1000,2000,sustained,0,201,16,1771,1863,272,0.850000,0.849058,-0.000942,83465.242080,3470,56dfd37ca245f689
488,economy,44,0.85,3,0.1,10,1,1000,2000,remnant,0,43,5,1734,2000,283,0.850000,0.873245,0.023245,60031.804567,2499,15e13155a6a36d0e
489,economy,42,0.85,3,0.1,50,1,1000,2000,sustained,0,849,646,1848,516,459,0.850000,0.849551,-0.000449,397941.396261,18150,f7858597923d03e8
490,economy,43,0.85,3,0.1,50,1,1000,2000,sustained,0,893,710,1857,423,394,0.850000,0.850170,0.000170,396886.624707,18243,0448413acd92a6de
491,economy,44,0.85,3,0.1,50,1,1000,2000,sustained,0,803,746,1816,470,397,0.850000,0.850330,0.000330,397027.629982,18196,e512000a9c00ab55
492,economy,42,0.85,3,0.2,0,1,1000,2000,extinct,4901,0,0,1656,119,119,0.850000,0.000000,-0.850000,40372.428428,1881,21a2ad87e338463b
493,economy,43,0.85,3,0.2,0,1,1000,2000,extinct,6076,0,0,1617,146,146,0.850000,0.000000,-0.850000,39737.263215,1854,73618feba97ac736
494,economy,44,0.85,3,0.2,0,1,1000,2000,extinct,4872,0,0,1590,149,149,0.850000,0.000000,-0.850000,39658.716226,1851,5ad67bda1b205143
495,economy,42,0.85,3,0.2,2,1,1000,2000,extinct,5514,0,0,1657,715,159,0.850000,0.000000,-0.850000,41697.667026,1951,5d3a9eef184385d0
496,economy,43,0.85,3,0.2,2,1,1000,2000,extinct,5403,0,0,1617,730,172,0.850000,0.000000,-0.850000,41323.589992,1936,45e5391055991273
497,economy,44,0.85,3,0.2,2,1,1000,2000,extinct,6078,0,0,1591,722,180,0.850000,0.000000,-0.850000,41559.765362,1944,c919d0e9b3e9b193
498,economy,42,0.85,3,0.2,10,1,1000,2000,extinct,11459,0,0,1656,2000,270,0.850000,0.000000,-0.850000,47064.369243,2234,a013aee174ddf43c
499,economy,43,0.85,3,0.2,10,1,1000,2000,extinct,9144,0,0,1620,2000,296,0.850000,0.000000,-0.850000,47018.507960,2233,aab86297a9077826
500,economy,44,0.85,3,0.2,10,1,1000,2000,extinct,17232,0,0,1607,2000,314,0.850000,0.000000,-0.850000,48812.039239,2312,fcc666eae7dbc043
501,economy,42,0.85,3,0.2,50,1,1000,2000,sustained,0,802,596,1689,516,505,0.850000,0.850509,0.000509,354201.477939,18150,c9f2e56a41994e3d
502,economy,43,0.85,3,0.2,50,1,1000,2000,sustained,0,750,602,1661,510,509,0.850000,0.850670,0.000670,353672.306507,18156,e074fc245e7d4eb6
503,economy,44,0.85,3,0.2,50,1,1000,2000,sustained,0,766,515,1654,546,514,0.850000,0.849158,-0.000842,354579.658406,18120,a37ec8005b8ddaa1
504,economy,42,0.85,6,0.05,0,1,1000,2000,extinct,6006,0,0,1792,86,86,0.850000,0.000000,-0.850000,47374.867660,1914,de3802122041a376
505,economy,43,0.85,6,0.05,0,1,1000,2000,extinct,5903,0,0,1768,108,108,0.850000,0.000000,-0.850000,46871.029053,1892,08815bc6c6b4f491
506,economy,44,0.85,6,0.05,0,1,1000,2000,extinct,4851,0,0,1735,114,114,0.850000,0.000000,-0.850000,46623.946266,1886,66f54203998f6f78
507,economy,42,0.85,6,0.05,2,1,1000,2000,extinct,5300,0,0,1790,695,132,0.850000,0.000000,-0.850000,48672.209552,1971,d641ce098db0522c
